,listing_id,month,year,summary,space,neighborhood_overview,transit,thumbnail_url,medium_url,xl_picture_url,host_id,host_about,host_is_superhost,host_has_profile_pic,host_identity_verified,is_location_exact,accommodates,bathrooms,bedrooms,beds,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,require_guest_profile_picture,require_guest_phone_verification,reviews_per_month,bed_type_airbed,bed_type_couch,bed_type_futon,bed_type_pull_out_sofa,bed_type_real_bed,cancellation_policy_flexible,cancellation_policy_moderate,cancellation_policy_strict,host_response_time_a_few_days_or_more,host_response_time_within_a_day,host_response_time_within_a_few_hours,host_response_time_within_an_hour,property_type_apartment,property_type_bed_and_breakfast,property_type_boat,property_type_bungalow,property_type_cabin,property_type_camper_rv,property_type_chalet,property_type_condominium,property_type_dorm,property_type_house,property_type_loft,property_type_other,property_type_tent,property_type_townhouse,property_type_treehouse,property_type_yurt,room_type_entire_home_apt,room_type_private_room,room_type_shared_room,amenities_tv,amenities_cable_tv,amenities_internet,amenities_wireless_internet,amenities_air_conditioning,amenities_kitchen,amenities_heating,amenities_family_kid_friendly,amenities_washer,amenities_dryer,amenities_free_parking_on_premises,amenities_buzzer_wireless_intercom,amenities_smoke_detector,amenities_carbon_monoxide_detector,amenities_first_aid_kit,amenities_safety_card,amenities_fire_extinguisher,amenities_essentials,amenities_pets_allowed,amenities_pets_live_on_this_property,amenities_dogs,amenities_cats,amenities_hot_tub,amenities_indoor_fireplace,amenities_shampoo,amenities_breakfast,amenities_24_hour_check_in,amenities_hangers,amenities_hair_dryer,amenities_iron,amenities_laptop_friendly_workspace,amenities_suitable_for_events,amenities_elevator_in_building,amenities_lock_on_bedroom_door,amenities_wheelchair_accessible,amenities_gym,amenities_pool,amenities_smoking_allowed,amenities_other_pets,amenities_doorman,host_acceptance_rate,host_response_rate
474676,1732280,6,2016,1,1,1,1,1,1,1,4962900,1,0.0,1.0,1.0,1,4,1.0,1.0,2.0,6,97.0,10.0,10.0,10.0,10.0,10.0,9.0,0,0,0,0.33,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0.01,99.0
